name,Market Value,current league
Marco Soares,£450Th. ,Liga NOS
Diogo Amado,£90Th. ,Liga NOS
Marcos Paulo,£135Th. ,Liga NOS
Bruno Cepeda,£90Th. ,Liga NOS
Ricardo Pateiro,£630Th. ,Liga NOS
Silas,£900Th. ,Liga NOS
Cacá,£765Th. ,Liga NOS
Leandro Lima,£270Th. ,Liga NOS
Rúben Brígido,£90Th. ,Liga NOS
Carlos Daniel, ,Liga NOS
Serge N'Gal,£540Th. ,Liga NOS
Chengdong Zhang,£450Th. ,Liga NOS
Carlao,£1.44m ,Liga NOS
Rodrigo Silva,£720Th. ,Liga NOS
João Silva,£720Th. ,Liga NOS
Arthuro,£360Th. ,Liga NOS
Vjatseslav Zahovaiko,£180Th. ,Liga NOS
Fabrício Simões, ,Liga NOS
Hugo Ventura,£810Th. ,Liga NOS
Nuno Santos,£270Th. ,Liga NOS
Ivo Gonçalves,£90Th. ,Liga NOS
Pedro Silva,£90Th. ,Liga NOS
André Pinto,£810Th. ,Liga NOS
André Vilas Boas,£630Th. ,Liga NOS
Di Fábio,£270Th. ,Liga NOS
Rúben Fernandes,£180Th. ,Liga NOS
João Paulo,£90Th. ,Liga NOS
Ricardo Nascimento,£45Th. ,Liga NOS
Nilson,£270Th. ,Liga NOS
Pedro Silva,£1.80m ,Liga NOS
Ricardo Pessoa,£450Th. ,Liga NOS
Carlos Valencia,£180Th. ,Liga NOS
Elias,£900Th. ,Liga NOS
Jumisse,£360Th. ,Liga NOS
William Soares,£180Th. ,Liga NOS
Alhassan Wakaso, ,Liga NOS
HÃ©lder Castro,£360Th. ,Liga NOS
Pedro Moreira,£270Th. ,Liga NOS
Ángelo Peña,£180Th. ,Liga NOS
Pedro Moita,£360Th. ,Liga NOS
Aragoney,£360Th. ,Liga NOS
Lito,£990Th. ,Liga NOS
Daniel Candeias,£810Th. ,Liga NOS
Ivanildo,£270Th. ,Liga NOS
Renatinho,- ,Liga NOS
George Mourad,£675Th. ,Liga NOS
Fangzhuo Dong,£360Th. ,Liga NOS
Patrick Leonardo,£360Th. ,Liga NOS
Calvin Kadi,£270Th. ,Liga NOS
Jorge Pires,£180Th. ,Liga NOS
Hélder Pelembe,£90Th. ,Liga NOS
Romain Salin,£540Th. ,Liga NOS
Jorge Baptista,£450Th. ,Liga NOS
Bruno Jorge,£180Th. ,Liga NOS
Diego Silva,£180Th. ,Liga NOS
Kévin Gomis,£720Th. ,Liga NOS
Orestes,£675Th. ,Liga NOS
João Real,£360Th. ,Liga NOS
RogÃ©rio,£270Th. ,Liga NOS
Ulrick Lupède,£180Th. ,Liga NOS
Suruca,£90Th. ,Liga NOS
Camora,£720Th. ,Liga NOS
Daniel Cruz,£630Th. ,Liga NOS
Carlitos,£900Th. ,Liga NOS
João Pedro,£270Th. ,Liga NOS
Tiago Rosa,£45Th. ,Liga NOS
Manuel Godinho,£270Th. ,Liga NOS
Manuel Curto,£135Th. ,Liga NOS
Nicolas Godemeche,£810Th. ,Liga NOS
Alexandre Hauw,£810Th. ,Liga NOS
Edivaldo Rojas,£810Th. ,Liga NOS
Giuliano,£270Th. ,Liga NOS
Hugo Machado,£180Th. ,Liga NOS
Robin Previtali,£135Th. ,Liga NOS
José Mário,£180Th. ,Liga NOS
Davide Dias,£1.17m ,Liga NOS
Marinho,£1.17m ,Liga NOS
Michel Simplicio,£630Th. ,Liga NOS
Fábio Júnior,£450Th. ,Liga NOS
Bruno Moraes,£450Th. ,Liga NOS
Lucas Klysman,£180Th. ,Liga NOS
Mohamed Bellahssan,£45Th. ,Liga NOS
Cássio,£720Th. ,Liga NOS
JÃºlio Coelho,£360Th. ,Liga NOS
António Filipe,£90Th. ,Liga NOS
Ozéia,£720Th. ,Liga NOS
Javier Cohene,£450Th. ,Liga NOS
Bura,£360Th. ,Liga NOS
Samuel,£270Th. ,Liga NOS
Renan,£90Th. ,Liga NOS
Maykon,£2.07m ,Liga NOS
Jorginho,£810Th. ,Liga NOS
Nuno Santos,£270Th. ,Liga NOS
Baiano,£900Th. ,Liga NOS
Carlitos,£450Th. ,Liga NOS
Pedro Queirós,£180Th. ,Liga NOS
Leonel Olímpio,£1.26m ,Liga NOS
André Leão,£630Th. ,Liga NOS
Filipe Anunciacão,£450Th. ,Liga NOS
Paulo Sousa,£180Th. ,Liga NOS
David Simão,£1.26m ,Liga NOS
Bruno,£630Th. ,Liga NOS
Pizzi,£4.14m ,Liga NOS
Caetano,£810Th. ,Liga NOS
Alvarinho,£90Th. ,Liga NOS
Manuel José,£720Th. ,Liga NOS
Mario Rondón,£1.71m ,Liga NOS
Nélson Oliveira,£1.62m ,Liga NOS
Romeu Torres,£360Th. ,Liga NOS
Padraig Amond,£270Th. ,Liga NOS
Lucas Silva,£90Th. ,Liga NOS
Rui Rego,£720Th. ,Liga NOS
Jan Oblak,£675Th. ,Liga NOS
Paes,£360Th. ,Liga NOS
Bruno Conceicão,£270Th. ,Liga NOS
Kanu,£1.80m ,Liga NOS
Hugo,£360Th. ,Liga NOS
Yohan Tavares,£270Th. ,Liga NOS
Jaime Simões,£90Th. ,Liga NOS
Ricardo Rocha,£45Th. ,Liga NOS
Rúben Lima,£810Th. ,Liga NOS
André Marques,£630Th. ,Liga NOS
Luis Tinoco,£270Th. ,Liga NOS
Gang Wang,£450Th. ,Liga NOS
Danilo,£180Th. ,Liga NOS
Pedro Moreira,£180Th. ,Liga NOS
Djamal,£900Th. ,Liga NOS
Renan,£720Th. ,Liga NOS
João Luiz,£450Th. ,Liga NOS
Rui Sampaio,£630Th. ,Liga NOS
Sérgio Oliveira,£270Th. ,Liga NOS
Tiago Barros,£90Th. ,Liga NOS
Artur,£450Th. ,Liga NOS
Alex Maranhão,- ,Liga NOS
Hugo Seixas,£180Th. ,Liga NOS
Wilson Eduardo,£720Th. ,Liga NOS
Ishmael Yartey,£270Th. ,Liga NOS
Leandro Tatu,£720Th. ,Liga NOS
Ronny,£450Th. ,Liga NOS
Rui Varela,£360Th. ,Liga NOS
Élio Martins,£180Th. ,Liga NOS
Dudu,£90Th. ,Liga NOS
Vyacheslav Malafeev,£4.50m ,Premier Liga
Yuri Zhevnov,£1.62m ,Premier Liga
Dmitri Borodin,£270Th. ,Premier Liga
Andrey Zajtsev,£135Th. ,Premier Liga
Bruno Alves,£12.60m ,Premier Liga
Nicolas Lombaerts,£7.20m ,Premier Liga
Aleksandar Lukovic,£2.88m ,Premier Liga
Sébastien Puygrenier,£2.70m ,Premier Liga
Fernando Meira,£2.25m ,Premier Liga
Ivica Krizanac,£1.35m ,Premier Liga
Igor Cheminava,£180Th. ,Premier Liga
Domenico Criscito,£11.25m ,Premier Liga
Michael Lumb,£1.26m ,Premier Liga
Nicolás Peñailillo,£270Th. ,Premier Liga
Aleksandr Anyukov,£9.00m ,Premier Liga
Tomas Hubocan,£3.60m ,Premier Liga
Sergey Petrov,£90Th. ,Premier Liga
Dmitri Telegin,£23Th. ,Premier Liga
Denis Terentjev,£23Th. ,Premier Liga
Igor Denisov,£10.80m ,Premier Liga
Roman Shirokov,£4.50m ,Premier Liga
Konstantin Zyryanov,£2.70m ,Premier Liga
Szabolcs Huszti,£2.70m ,Premier Liga
Viktor Faizulin,£1.80m ,Premier Liga
Sergey Semak,£900Th. ,Premier Liga
Evgeniy Bashkirov,£180Th. ,Premier Liga
Vladimir Bystrov,£7.65m ,Premier Liga
Roland Gigolaev,£360Th. ,Premier Liga
Danny,£16.20m ,Premier Liga
Nikita Bocharov,£68Th. ,Premier Liga
Alessandro Rosina,£2.97m ,Premier Liga
Aleksey Ionov,£900Th. ,Premier Liga
Stanislav Matyash,£90Th. ,Premier Liga
Stanislav Murikhin,£23Th. ,Premier Liga
Andrey Arshavin,£18.90m ,Premier Liga
Danko Lazovic,£8.10m ,Premier Liga
Aleksandr Kerzhakov,£9.00m ,Premier Liga
Aleksandr Bukharov,£5.85m ,Premier Liga
Sergey Kornilenko,£2.70m ,Premier Liga
Maksim Kanunnikov,£810Th. ,Premier Liga
Igor Akinfeev,£15.30m ,Premier Liga
Vladimir Gabulov,£4.50m ,Premier Liga
Sergey Chepchugov,£720Th. ,Premier Liga
Vyacheslav Isupov,£45Th. ,Premier Liga
Sergey Revyakin,£23Th. ,Premier Liga
Ilya Pomazun, ,Premier Liga
Sergey Ignashevich,£5.58m ,Premier Liga
Vasili Berezutski,£4.68m ,Premier Liga
Aleksey Berezutski,£4.05m ,Premier Liga
Uroš Ćosić,£900Th. ,Premier Liga
Viktor Vasin,£450Th. ,Premier Liga
Georgi Schennikov,£3.15m ,Premier Liga
Petr Ten,£45Th. ,Premier Liga
Kirill Nababkin,£2.70m ,Premier Liga
Chidi Odiah,£2.25m ,Premier Liga
Pontus Wernbloom,£2.70m ,Premier Liga
Deividas Semberas,£1.35m ,Premier Liga
Evgeni Aldonin,£1.35m ,Premier Liga
Elvir Rahimic,£450Th. ,Premier Liga
Aleksandrs Cauna,£360Th. ,Premier Liga
Semen Fedotov,£68Th. ,Premier Liga
Alan Dzagoev,£10.80m ,Premier Liga
Pavel Mamaev,£4.95m ,Premier Liga
Egor Ivanov,£45Th. ,Premier Liga
Nika Piliev,£180Th. ,Premier Liga
Keisuke Honda,£9.00m ,Premier Liga
Guilherme,£2.70m ,Premier Liga
Mark González,£5.85m ,Premier Liga
Ahmed Musa,£270Th. ,Premier Liga
Serder Serderov,£135Th. ,Premier Liga
Evgeniy Kobzar,£45Th. ,Premier Liga
In-seong Kim, ,Premier Liga
Milos Krasic,£18.00m ,Premier Liga
Zoran Tosic,£8.10m ,Premier Liga
Sekou Oliseh,£3.42m ,Premier Liga
Aleksandr Vasiljev,£68Th. ,Premier Liga
Artem Popov,£45Th. ,Premier Liga
Vágner Love,£11.70m ,Premier Liga
Seydou Doumbia,£9.90m ,Premier Liga
Tomas Necid,£5.85m ,Premier Liga
Moussa Maazou,£2.25m ,Premier Liga
Sergey Ryzhikov,£7.20m ,Premier Liga
Giedrius Arlauskis,£1.62m ,Premier Liga
Alireza Haghighi,£585Th. ,Premier Liga
Ilie Cebanu,£135Th. ,Premier Liga
Evgeniy Cheremisin,£90Th. ,Premier Liga
Dmitri Volkotrub, ,Premier Liga
Yuri Nesterenko, ,Premier Liga
Salvatore Bocchetti,£8.10m ,Premier Liga
César Navas,£5.85m ,Premier Liga
Aleksandr Orekhov,£1.08m ,Premier Liga
Lasha Salukvadze,£900Th. ,Premier Liga
Jordi Figueras,£900Th. ,Premier Liga
Roman Sharonov,£810Th. ,Premier Liga
Maksim Zhestokov,£23Th. ,Premier Liga
Solomon Kvirkvelia, ,Premier Liga
Cristian Ansaldi,£9.00m ,Premier Liga
Iskandar Dzhalilov,£68Th. ,Premier Liga
Oleg Kuzmin,£2.88m ,Premier Liga
Vitali Kaleshin,£1.62m ,Premier Liga
Dmitri Tarabrikov, ,Premier Liga
Vladimir Chernov, ,Premier Liga
Evgeniy Balyajkin,£1.35m ,Premier Liga
Sergey Kislyak,£1.08m ,Premier Liga
MacBeth Sibaya,£585Th. ,Premier Liga
Ilsur Samigullin,£23Th. ,Premier Liga
Christian Noboa,£7.20m ,Premier Liga
Aleksandr Ryazantsev,£4.05m ,Premier Liga
Rafal Murawski,£2.70m ,Premier Liga
Bibras Natcho,£1.80m ,Premier Liga
Aleksey Kotlyarov,£23Th. ,Premier Liga
Petr Nemov,£1.35m ,Premier Liga
Vagiz Galiulin,£405Th. ,Premier Liga
Petr Bystrov,£720Th. ,Premier Liga
Carlos Eduardo,£10.80m ,Premier Liga
Roman Eremenko,£4.50m ,Premier Liga
Aleksey Eremenko Jr.,£1.35m ,Premier Liga
Alisher Dzhalilov,£180Th. ,Premier Liga
Nikita Bocharov,£68Th. ,Premier Liga
Jonathan Valle,- ,Premier Liga
Ruslan Makhmutov, ,Premier Liga
Alan Kasaev,£5.85m ,Premier Liga
Gökdeniz Karadeniz,£4.50m ,Premier Liga
Ildar Bikchantaev, ,Premier Liga
Igor Lebedenko,£900Th. ,Premier Liga
Alexandru Antoniuc,£225Th. ,Premier Liga
Georgi Nurov,£135Th. ,Premier Liga
Ilya Kukharchuk,£90Th. ,Premier Liga
Obafemi Martins,£6.30m ,Premier Liga
Nelson Haedo Valdez,£4.50m ,Premier Liga
Sergey Kornilenko,£2.70m ,Premier Liga
Fatih Tekke,£1.08m ,Premier Liga
Vladimir Dyadyun,£1.08m ,Premier Liga
Sergey Davydov,£900Th. ,Premier Liga
Aleksey Medvedev,£450Th. ,Premier Liga
Igor Portnyagin,£270Th. ,Premier Liga
Wálter Chalá,£135Th. ,Premier Liga
Bakhodir Nasimov,£90Th. ,Premier Liga
Davron Mirzaev,£45Th. ,Premier Liga
Merabi Uridia, ,Premier Liga
Vakhyt Orazsakhedov, ,Premier Liga
Vladimir Gabulov,£4.50m ,Premier Liga
Nukri Revishvili,£720Th. ,Premier Liga
Ilya Abaev,£585Th. ,Premier Liga
Evgeniy Pomazan,£360Th. ,Premier Liga
Aleksandr Makarov,£135Th. ,Premier Liga
Azamat Dzhioev,£45Th. ,Premier Liga
Christopher Samba,£6.75m ,Premier Liga
João Carlos,£3.15m ,Premier Liga
Rasim Tagirbekov,£720Th. ,Premier Liga
Dmitri Ivanov,£675Th. ,Premier Liga
Mitar Pekovic,£585Th. ,Premier Liga
Oskars Klava,£450Th. ,Premier Liga
Ali Gadzhibekov,£360Th. ,Premier Liga
Sharif Mukhammad, ,Premier Liga
Magomed Abidinov, ,Premier Liga
Yuri Zhirkov,£10.80m ,Premier Liga
Roberto Carlos,£720Th. ,Premier Liga
Ibra Kébé,£225Th. ,Premier Liga
Akhmad Magomedov, ,Premier Liga
Benoît Angbwa,£2.70m ,Premier Liga
Arseni Logashov,£135Th. ,Premier Liga
Mahammad Mirzabayov,£45Th. ,Premier Liga
Anvar Ibragimgadzhiev,£45Th. ,Premier Liga
Murad Qurbanov, ,Premier Liga
Jucilei,£5.85m ,Premier Liga
Mikhail Bakaev,£540Th. ,Premier Liga
Kamil Agalarov,£450Th. ,Premier Liga
Aleksey Igonin,£270Th. ,Premier Liga
Eldar Mamaev,£90Th. ,Premier Liga
Odil Akhmedov,£1.35m ,Premier Liga
Irakli Klimiashvili,£270Th. ,Premier Liga
Viktor Kuzmichev, ,Premier Liga
Aleksey Ivanov,£1.80m ,Premier Liga
Makhach Gadzhiev,£90Th. ,Premier Liga
Gadzhi Gadzhiev, ,Premier Liga
Moubarak Boussoufa,£8.10m ,Premier Liga
Oleg Shatov,£540Th. ,Premier Liga
Todor Timonov,£360Th. ,Premier Liga
Zurab Arziani,£270Th. ,Premier Liga
Balázs Dzsudzsák,£12.60m ,Premier Liga
Mehdi Carcela-González,£3.60m ,Premier Liga
David Tsoraev,£1.08m ,Premier Liga
Ilya Kukharchuk,£90Th. ,Premier Liga
Shamil Lakhiyalov,£900Th. ,Premier Liga
Arafat Djako,£450Th. ,Premier Liga
Andrey Streltsov,£135Th. ,Premier Liga
Giorgi Iluridze,£90Th. ,Premier Liga
Samuel Eto'o,£37.80m ,Premier Liga
Diego Tardelli,£4.05m ,Premier Liga
Jan Holenda,£630Th. ,Premier Liga
Isah Eliakwu,£270Th. ,Premier Liga
Aleksandr Prudnikov,£270Th. ,Premier Liga
Myroslav Slavov,£225Th. ,Premier Liga
Stipe Pletikosa,£2.25m ,Premier Liga
Andrey Dikan,£2.25m ,Premier Liga
Soslan Dzhanaev,£720Th. ,Premier Liga
Sergey Pesjakov,£720Th. ,Premier Liga
Artem Rebrov,£360Th. ,Premier Liga
Nikolay Zabolotnyi,£270Th. ,Premier Liga
Aleksandr Belenov,£180Th. ,Premier Liga
Nicolás Pareja,£6.30m ,Premier Liga
Marek Suchy,£3.42m ,Premier Liga
Martin Stranzl,£2.70m ,Premier Liga
Aleksandr Sheshukov,£2.70m ,Premier Liga
Martin Jiranek,£1.80m ,Premier Liga
Rodri,£1.80m ,Premier Liga
Marcos Rojo,£1.35m ,Premier Liga
Fedor Kudryashov,£900Th. ,Premier Liga
Irakli Chezhia,£135Th. ,Premier Liga
Sergey Bryzgalov,£68Th. ,Premier Liga
Dmitri Kombarov,£3.60m ,Premier Liga
Andrey Ivanov,£1.80m ,Premier Liga
Anton Khodyrev,£90Th. ,Premier Liga
Soslan Gatagov,£45Th. ,Premier Liga
Sergey Parshivlyuk,£3.60m ,Premier Liga
Kirill Kombarov,£2.70m ,Premier Liga
Evgeni Makeev,£2.70m ,Premier Liga
Nikola Drincic,£2.52m ,Premier Liga
Rafael Carioca,£2.25m ,Premier Liga
Renat Sabitov,£810Th. ,Premier Liga
Artur Valikaev,£180Th. ,Premier Liga
Demy de Zeeuw,£5.85m ,Premier Liga
Ibson,£3.15m ,Premier Liga
Emin Makhmudov,£630Th. ,Premier Liga
Aleksandr Zotov,£405Th. ,Premier Liga
Igor Kireev,£180Th. ,Premier Liga
Cristian Maidana,£675Th. ,Premier Liga
Diniyar Bilyaletdinov,£7.20m ,Premier Liga
Alex,£5.40m ,Premier Liga
Jano Ananidze,£1.80m ,Premier Liga
Filip Ozobic,£135Th. ,Premier Liga
Andrey Tikhonov,£90Th. ,Premier Liga
Dmitri Kayumov,£90Th. ,Premier Liga
Aiden McGeady,£8.10m ,Premier Liga
Pavel Yakovlev,£720Th. ,Premier Liga
Welliton,£8.10m ,Premier Liga
Ari,£3.42m ,Premier Liga
Emmanuel Emenike,£2.43m ,Premier Liga
Artem Dzyuba,£1.35m ,Premier Liga
Nikita Bazhenov,£900Th. ,Premier Liga
Aleksandr Kozlov,£450Th. ,Premier Liga
Vladimir Obukhov,£45Th. ,Premier Liga
Guilherme,£4.68m ,Premier Liga
Anton Amelchenko,£1.35m ,Premier Liga
Artem Gomelko,£225Th. ,Premier Liga
Marek Cech,£180Th. ,Premier Liga
Aleksandr Filtsov,£68Th. ,Premier Liga
Rodolfo,£3.15m ,Premier Liga
Marko Basa,£2.88m ,Premier Liga
Manuel da Costa,£2.70m ,Premier Liga
Malkhaz Asatiani,£2.25m ,Premier Liga
Ruslan Nakhushev,£2.07m ,Premier Liga
Jan Durica,£1.80m ,Premier Liga
Taras Burlak,£720Th. ,Premier Liga
Branko Ilic,£360Th. ,Premier Liga
Milan Milanovic,£315Th. ,Premier Liga
Dmitri Sennikov,£225Th. ,Premier Liga
Maksim Belyaev,£135Th. ,Premier Liga
Igor Golban,£90Th. ,Premier Liga
Vitali Djakov,£45Th. ,Premier Liga
Renat Yanbaev,£2.70m ,Premier Liga
Andrey Ivanov,£1.80m ,Premier Liga
Oleg Kuzmin,£2.88m ,Premier Liga
Vladislav Ignatjev,£1.62m ,Premier Liga
Andrey Eshchenko,£900Th. ,Premier Liga
Igor Smolnikov,£630Th. ,Premier Liga
Alberto Zapater,£6.75m ,Premier Liga
Dmitri Tarasov,£3.15m ,Premier Liga
Roman Shishkin,£1.80m ,Premier Liga
Charles,£900Th. ,Premier Liga
Yan Tigorev,£720Th. ,Premier Liga
Tomislav Dujmovic,£4.32m ,Premier Liga
Denis Glushakov,£3.60m ,Premier Liga
Dmitri Torbinski,£2.25m ,Premier Liga
Stanislav Ivanov,£900Th. ,Premier Liga
Magomed Ozdoev,£720Th. ,Premier Liga
Alan Gatagov,£1.35m ,Premier Liga
Oleksandr Aliyev,£9.00m ,Premier Liga
Senijad Ibricic,£5.85m ,Premier Liga
Wagner,£2.70m ,Premier Liga
Dmitri Loskov,£450Th. ,Premier Liga
Vyacheslav Podberezkin, ,Premier Liga
Maicón,£2.88m ,Premier Liga
Aleksandr Marenich,£1.17m ,Premier Liga
Draman Haminu,£810Th. ,Premier Liga
Maksim Grigorjev,£270Th. ,Premier Liga
Georgi Nurov,£135Th. ,Premier Liga
Victor Obinna,£4.05m ,Premier Liga
Roman Pavlyuchenko,£8.10m ,Premier Liga
Felipe Caicedo,£4.50m ,Premier Liga
Dmitri Sychev,£3.60m ,Premier Liga
Djiby Fall,£1.80m ,Premier Liga
Dramane Traoré,£1.35m ,Premier Liga
Aleksandr Minchenkov,£450Th. ,Premier Liga
Dmitri Poloz,£23Th. ,Premier Liga
Vladimir Gabulov,£4.50m ,Premier Liga
Anton Shunin,£2.25m ,Premier Liga
Roman Berezovskiy,£180Th. ,Premier Liga
Evgeniy Puzin,£90Th. ,Premier Liga
Evgeniy Frolov,£90Th. ,Premier Liga
Igor Berezovskyi, ,Premier Liga
Leandro Fernández,£4.32m ,Premier Liga
Alexandru Epureanu,£4.05m ,Premier Liga
Denis Kolodin,£2.70m ,Premier Liga
Vladimir Granat,£1.35m ,Premier Liga
Marcin Kowalczyk,£900Th. ,Premier Liga
Vladimir Rykov,£68Th. ,Premier Liga
Nikita Sergeev,£23Th. ,Premier Liga
Dmitri Kombarov,£3.60m ,Premier Liga
Marko Lomic,£2.52m ,Premier Liga
Luke Wilkshire,£4.50m ,Premier Liga
Vladimir Kisenkov,£720Th. ,Premier Liga
Igor Shitov,£540Th. ,Premier Liga
Boris Rotenberg,£225Th. ,Premier Liga
Christian Noboa,£7.20m ,Premier Liga
Tomislav Dujmovic,£4.32m ,Premier Liga
Igor Semshov,£3.60m ,Premier Liga
Adrian Ropotan,£2.52m ,Premier Liga
Aleksandr Sapeta,£1.80m ,Premier Liga
Aleksey Rebko,£900Th. ,Premier Liga
Artur Yusupov,£405Th. ,Premier Liga
Vitali Komisov,£45Th. ,Premier Liga
Dmitri Khokhlov,- ,Premier Liga
Vladimir Sobolev,£90Th. ,Premier Liga
Alan Gatagov,£1.35m ,Premier Liga
Zvjezdan Misimovic,£7.20m ,Premier Liga
Balázs Dzsudzsák,£12.60m ,Premier Liga
Edgaras Cesnauskis,£2.25m ,Premier Liga
Pavel Nekhajchik,£900Th. ,Premier Liga
Andrey Karyaka,£630Th. ,Premier Liga
Aleksandr Iljin,£180Th. ,Premier Liga
Irakli Logua,£90Th. ,Premier Liga
Aleksandr Samedov,£3.60m ,Premier Liga
Andriy Voronin,£3.15m ,Premier Liga
Kevin Kuranyi,£10.80m ,Premier Liga
Fedor Smolov,£1.35m ,Premier Liga
Aleksandr Kokorin,£720Th. ,Premier Liga
Martin Jakubko,£450Th. ,Premier Liga
Boris Tashchy,£135Th. ,Premier Liga
Stipe Pletikosa,£2.25m ,Premier Liga
Anton Amelchenko,£1.35m ,Premier Liga
Sergey Pesjakov,£720Th. ,Premier Liga
Dejan Radic,£720Th. ,Premier Liga
Martin Lejsal,£540Th. ,Premier Liga
Anton Kochenkov,£315Th. ,Premier Liga
Ilya Madilov,£113Th. ,Premier Liga
Aleksandr Solovjev, ,Premier Liga
Artem Orsaev, ,Premier Liga
Denis Kolodin,£2.70m ,Premier Liga
Sorin Ghionea,£720Th. ,Premier Liga
Isaac Okoronkwo,£675Th. ,Premier Liga
Kornel Salata,£630Th. ,Premier Liga
Gia Grigalava,£450Th. ,Premier Liga
Ivan Zivanovic,£360Th. ,Premier Liga
Andrey Proshin,£135Th. ,Premier Liga
Roman Lengyel,£90Th. ,Premier Liga
Artem Kulesha,£45Th. ,Premier Liga
Vitali Djakov,£45Th. ,Premier Liga
Sergey Kharlamov,- ,Premier Liga
Oleg Leshchikov, ,Premier Liga
Dusan Andjelkovic,£1.35m ,Premier Liga
Dmitri Kruglov,£315Th. ,Premier Liga
Aleksandr Khokhlov,£270Th. ,Premier Liga
Valentin Filatov,- ,Premier Liga
Vasili Mironik, ,Premier Liga
Anri Khagba, ,Premier Liga
Anri Khagush,£900Th. ,Premier Liga
Igor Smolnikov,£630Th. ,Premier Liga
Anis Boussaidi,£450Th. ,Premier Liga
Aleksandr Cherkes,£45Th. ,Premier Liga
Andrey Vasiljev,£23Th. ,Premier Liga
Alexandru Gatcan,£1.08m ,Premier Liga
Óscar Ahumada,£990Th. ,Premier Liga
Roman Emeljanov,£450Th. ,Premier Liga
Artur Valikaev,£180Th. ,Premier Liga
Aleksandr Kulchiy,£45Th. ,Premier Liga
Nikita Vasiljev, ,Premier Liga
Razvan Cocis,£1.35m ,Premier Liga
Chavdar Yankov,£1.08m ,Premier Liga
Aleksey Rebko,£900Th. ,Premier Liga
Aleksandr Pavlenko,£720Th. ,Premier Liga
Dmitri Malyaka,£45Th. ,Premier Liga
Sergey Tumasyan, ,Premier Liga
Timofey Kalachev,£765Th. ,Premier Liga
Mirzaga Guseynpur, ,Premier Liga
Khoren Bayramyan, ,Premier Liga
Élson,£675Th. ,Premier Liga
Oleg Ivanov,£630Th. ,Premier Liga
Edgaras Cesnauskis,£2.25m ,Premier Liga
Igor Lebedenko,£900Th. ,Premier Liga
Dragan Blatnjak,£630Th. ,Premier Liga
Maksim Grigorjev,£270Th. ,Premier Liga
Roman Adamov,£900Th. ,Premier Liga
Michal Papadopulos,£900Th. ,Premier Liga
Héctor Bracamonte,£765Th. ,Premier Liga
Dmitri Kirichenko,£720Th. ,Premier Liga
Mersudin Ahmetovic,£630Th. ,Premier Liga
Dmitri Akimov,£450Th. ,Premier Liga
Dmitri Poloz,£23Th. ,Premier Liga
Magomed Kurbanov, ,Premier Liga
Sergey Veremko,£900Th. ,Premier Liga
Raïs M'Bolhi,£900Th. ,Premier Liga
Nikolay Tsygan,£450Th. ,Premier Liga
Denis Vavilin,£270Th. ,Premier Liga
David Yurchenko,£270Th. ,Premier Liga
Nikita Alekseev,£45Th. ,Premier Liga
Aleksandr Belozerov,£1.08m ,Premier Liga
Ivan Taranov,£810Th. ,Premier Liga
Nenad Djordjevic,£765Th. ,Premier Liga
Dmitri Verkhovtsov,£675Th. ,Premier Liga
Viktor Genev,£315Th. ,Premier Liga
Basel Abdoulfattakh,£270Th. ,Premier Liga
Vladimir Khozin,£270Th. ,Premier Liga
Farkhod Vasiev,£225Th. ,Premier Liga
Aleksey Kontsedalov,£90Th. ,Premier Liga
Dmitri Molosh,£720Th. ,Premier Liga
Pavel Novitski,£90Th. ,Premier Liga
Dmitri Golubev,£45Th. ,Premier Liga
Steeve Joseph-Reinette,£360Th. ,Premier Liga
Goran Drmic,£90Th. ,Premier Liga
Sergey Petrov,£90Th. ,Premier Liga
Daniil Gridnev,£450Th. ,Premier Liga
Yuri Kirillov,£450Th. ,Premier Liga
Ibragim Tsallagov,£450Th. ,Premier Liga
Sergey Ponomarenko,£360Th. ,Premier Liga
Denis Kovba,£315Th. ,Premier Liga
Oleg Shalaev,£90Th. ,Premier Liga
Joseph Di Chiara,£90Th. ,Premier Liga
Sergey Kuznetsov,£720Th. ,Premier Liga
Viktor Svezhov,£450Th. ,Premier Liga
Anton Sosnin,£450Th. ,Premier Liga
Roman Vorobjov,£450Th. ,Premier Liga
Ruslan Adzhindzhal,£45Th. ,Premier Liga
Juan Carlos Escobar,£675Th. ,Premier Liga
Artur Rylov,£135Th. ,Premier Liga
Aleksandr Eliseev,£45Th. ,Premier Liga
Aleksandr Hleb,£4.50m ,Premier Liga
Anton Bober,£1.35m ,Premier Liga
Oleg Ivanov,£630Th. ,Premier Liga
Sergey Tkachev,£270Th. ,Premier Liga
Roman Grigoryan,£135Th. ,Premier Liga
Pavel Yakovlev,£720Th. ,Premier Liga
Oleg Samsonov,£1.26m ,Premier Liga
Ognjen Koroman,£720Th. ,Premier Liga
Aleksandr Stavpets,£405Th. ,Premier Liga
Sergey Kornilenko,£2.70m ,Premier Liga
Evgeni Savin,£1.80m ,Premier Liga
Nejc Pecnik,£1.53m ,Premier Liga
Joel Tshibamba,£720Th. ,Premier Liga
Dimitar Makriev,£495Th. ,Premier Liga
Volodymyr Pryiomov,£270Th. ,Premier Liga
Aleksandr Alkhazov,£225Th. ,Premier Liga
Aleksandr Budanov, ,Premier Liga
Khyzyr Appaev, ,Premier Liga
Ilya Abaev,£585Th. ,Premier Liga
Anton Kochenkov,£315Th. ,Premier Liga
Mikhail Kerzhakov,£315Th. ,Premier Liga
Vitaliy Astakhov,£180Th. ,Premier Liga
