name,Market Value,age,height,position,foot,current club,11/12 games,11/12 goals/conceded,11/12 assists/clean,11/12 minutes,12/13 games,12/13 goals/conceded,12/13 assists/clean,12/13 minutes,13/14 games,13/14 goals/conceded,13/14 assists/clean,13/14 minutes,14/15 games,14/15 goals/conceded,14/15 assists/clean,14/15 minutes,15/16 games,15/16 goals/conceded,15/16 assists/clean,15/16 minutes,16/17 games,16/17 goals/conceded,16/17 assists/clean,16/17 minutes,17/18 games,17/18 goals/conceded,17/18 assists/clean,17/18 minutes,18/19 games,18/19 goals/conceded,18/19 assists/clean,18/19 minutes,19/20 games,19/20 goals/conceded,19/20 assists/clean,19/20 minutes,20/21 games,20/21 goals/conceded,20/21 assists/clean,20/21 minutes,current league
Ashley Westwood,£3.60m ,30.0,174.0,Midfielder - Defensive Midfield,right,Burnley FC,47.0,3.0,9.0,4018.0,40.0,0.0,9.0,3333.0,37.0,3.0,2.0,3261.0,34.0,0.0,1.0,2675.0,37.0,2.0,3.0,3124.0,33.0,0.0,0.0,2223.0,22.0,0.0,1.0,1406.0,41.0,2.0,8.0,3382.0,37.0,2.0,6.0,3240.0,7.0,1.0,0.0,542.0,Premier League
Jeff Hendrick,£9.00m ,28.0,185.0,Midfielder - Central Midfield,right,Newcastle United,43.0,3.0,3.0,3603.0,47.0,7.0,4.0,4036.0,35.0,5.0,1.0,2300.0,47.0,9.0,8.0,3518.0,35.0,2.0,3.0,2217.0,38.0,2.0,1.0,2933.0,36.0,2.0,2.0,2519.0,41.0,3.0,2.0,2735.0,27.0,3.0,2.0,2140.0,5.0,1.0,1.0,432.0,Premier League
Steven Defour,£6.30m ,32.0,175.0,Midfielder - Central Midfield,right,KV Mechelen,38.0,2.0,2.0,1789.0,40.0,4.0,2.0,2179.0,36.0,1.0,4.0,2508.0,39.0,7.0,9.0,3003.0,42.0,3.0,10.0,3616.0,28.0,3.0,5.0,1632.0,25.0,1.0,1.0,2009.0,9.0,0.0,0.0,681.0,12.0,0.0,1.0,736.0,0.0,0.0,0.0,0.0,Premier League
Scott Arfield,£2.70m ,31.0,178.0,Midfielder - Central Midfield,left,Rangers FC,40.0,2.0,4.0,2482.0,26.0,1.0,1.0,1422.0,49.0,9.0,3.0,3961.0,40.0,2.0,1.0,3474.0,49.0,8.0,6.0,4153.0,35.0,1.0,1.0,2366.0,20.0,2.0,1.0,1497.0,46.0,12.0,7.0,3605.0,49.0,9.0,5.0,3481.0,14.0,3.0,3.0,796.0,Premier League
Dean Marney,£900Th. ,36.0,183.0,Midfielder - Central Midfield,right,Without Club,42.0,0.0,2.0,2955.0,41.0,3.0,1.0,3471.0,42.0,3.0,7.0,3619.0,22.0,0.0,0.0,1791.0,12.0,0.0,2.0,717.0,21.0,1.0,2.0,1770.0,0.0,0.0,0.0,0.0,19.0,1.0,1.0,1392.0,,,,,,,,,Premier League
Fredrik Ulvestad,£720Th. ,28.0,183.0,Midfielder - Central Midfield,right,Djurgardens IF,35.0,5.0,1.0,2809.0,33.0,8.0,4.0,2822.0,32.0,3.0,3.0,2846.0,2.0,0.0,0.0,67.0,7.0,0.0,1.0,303.0,32.0,1.0,5.0,2744.0,28.0,1.0,1.0,2286.0,32.0,5.0,3.0,2875.0,23.0,7.0,1.0,2058.0,3.0,1.0,0.0,270.0,Premier League
Aiden O'Neill,£450Th. ,22.0,178.0,Midfielder - Central Midfield,right,Melbourne City FC,,,,,,,,,,,,,,,,,,,,,20.0,0.0,1.0,1237.0,27.0,1.0,3.0,1526.0,23.0,4.0,0.0,1924.0,18.0,0.0,1.0,1380.0,,,,,Premier League
Robbie Brady,£9.00m ,28.0,176.0,Midfielder - Left Midfield,left,Burnley FC,42.0,3.0,3.0,2392.0,38.0,4.0,13.0,3034.0,18.0,4.0,1.0,920.0,32.0,3.0,4.0,2154.0,36.0,3.0,2.0,2987.0,40.0,5.0,8.0,2865.0,17.0,3.0,3.0,1405.0,17.0,0.0,1.0,760.0,18.0,1.0,2.0,526.0,3.0,0.0,0.0,151.0,Premier League
Georges-Kevin N'Koudou,£6.30m ,25.0,172.0,Forward - Left Winger,right,Besiktas JK,,,,,,,,,8.0,1.0,1.0,139.0,32.0,2.0,2.0,1820.0,41.0,10.0,5.0,3007.0,17.0,0.0,1.0,323.0,14.0,1.0,0.0,370.0,6.0,0.0,1.0,141.0,32.0,4.0,3.0,2173.0,1.0,0.0,0.0,90.0,Premier League
Dwight McNeil, ,20.0,183.0,Forward - Left Winger,left,Burnley FC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,90.0,26.0,3.0,5.0,2006.0,40.0,2.0,6.0,3445.0,6.0,0.0,1.0,532.0,Premier League
Jóhann Berg Gudmundsson,£9.00m ,29.0,186.0,Forward - Right Winger,left,Burnley FC,47.0,6.0,2.0,2060.0,42.0,6.0,7.0,2321.0,53.0,9.0,2.0,3251.0,44.0,11.0,4.0,3454.0,42.0,6.0,13.0,3416.0,24.0,1.0,3.0,1297.0,38.0,2.0,8.0,3047.0,36.0,3.0,7.0,2279.0,13.0,1.0,1.0,665.0,3.0,0.0,0.0,106.0,Premier League
Aaron Lennon,£4.50m ,33.0,165.0,Forward - Right Winger,right,Kayserispor,32.0,4.0,8.0,2141.0,46.0,4.0,9.0,3679.0,33.0,1.0,5.0,2642.0,31.0,2.0,3.0,1810.0,31.0,6.0,2.0,2086.0,13.0,1.0,1.0,667.0,33.0,0.0,4.0,2113.0,22.0,1.0,1.0,1563.0,19.0,0.0,1.0,734.0,3.0,0.0,0.0,112.0,Premier League
Jonathan Walters,£1.80m ,37.0,183.0,Forward - Right Winger,right,Retired,54.0,11.0,6.0,4366.0,42.0,11.0,4.0,3653.0,36.0,5.0,2.0,2476.0,36.0,11.0,5.0,2722.0,33.0,8.0,3.0,2278.0,24.0,4.0,4.0,1386.0,5.0,0.0,0.0,94.0,4.0,0.0,1.0,277.0,,,,,,,,,Premier League
Chris Wood,£16.20m ,28.0,191.0,Forward - Centre-Forward,right,Burnley FC,49.0,15.0,2.0,2677.0,45.0,23.0,7.0,3623.0,31.0,8.0,6.0,1303.0,18.0,2.0,0.0,585.0,37.0,13.0,4.0,2936.0,48.0,30.0,4.0,3847.0,29.0,12.0,2.0,1999.0,46.0,13.0,3.0,2970.0,35.0,14.0,1.0,2606.0,7.0,1.0,1.0,486.0,Premier League
Ashley Barnes,£7.20m ,30.0,186.0,Forward - Centre-Forward,right,Burnley FC,50.0,14.0,6.0,3696.0,39.0,9.0,5.0,2680.0,45.0,9.0,4.0,2835.0,37.0,5.0,2.0,2576.0,8.0,0.0,0.0,192.0,31.0,6.0,3.0,1831.0,39.0,10.0,0.0,2457.0,43.0,13.0,2.0,2832.0,19.0,6.0,0.0,1361.0,5.0,2.0,0.0,373.0,Premier League
Sam Vokes,£5.40m ,30.0,186.0,Forward - Centre-Forward,right,Stoke City,32.0,7.0,3.0,1573.0,49.0,4.0,2.0,1821.0,44.0,21.0,4.0,3808.0,17.0,1.0,0.0,680.0,46.0,16.0,5.0,3688.0,42.0,12.0,4.0,2465.0,32.0,4.0,2.0,1140.0,40.0,7.0,1.0,2190.0,41.0,7.0,2.0,2047.0,4.0,1.0,0.0,257.0,Premier League
Nahki Wells,£4.05m ,30.0,170.0,Forward - Centre-Forward,right,Bristol City,37.0,12.0,2.0,1876.0,54.0,26.0,7.0,3538.0,43.0,22.0,4.0,3338.0,37.0,14.0,4.0,2588.0,47.0,18.0,4.0,3700.0,47.0,10.0,3.0,3393.0,10.0,0.0,0.0,66.0,43.0,9.0,6.0,3104.0,46.0,20.0,4.0,2952.0,6.0,2.0,1.0,471.0,Premier League
Chris Long,£675Th. ,25.0,180.0,Forward - Centre-Forward,right,Motherwell FC,7.0,1.0,0.0,183.0,12.0,1.0,0.0,594.0,19.0,5.0,2.0,1504.0,22.0,10.0,0.0,1038.0,11.0,0.0,0.0,145.0,33.0,5.0,3.0,1907.0,43.0,9.0,2.0,2898.0,30.0,3.0,1.0,1235.0,31.0,11.0,4.0,1994.0,12.0,2.0,2.0,655.0,Premier League
Jonas Lössl,£4.50m ,31.0,195.0,Goalkeeper,right,Everton FC,25.0,26.0,9.0,2250.0,30.0,43.0,8.0,2730.0,34.0,41.0,10.0,3015.0,40.0,51.0,13.0,3619.0,42.0,60.0,16.0,3870.0,34.0,61.0,6.0,3090.0,40.0,61.0,10.0,3630.0,32.0,56.0,5.0,2867.0,15.0,18.0,6.0,1350.0,0.0,0.0,0.0,0.0,Premier League
Joel Coleman,£450Th. ,25.0,198.0,Goalkeeper,right,Fleetwood Town,,,,,,,,,0.0,0.0,0.0,0.0,11.0,12.0,3.0,933.0,34.0,35.0,14.0,3060.0,10.0,11.0,5.0,893.0,4.0,4.0,0.0,390.0,21.0,25.0,5.0,1950.0,4.0,9.0,1.0,277.0,2.0,3.0,0.0,148.0,Premier League
Rob Green,£225Th. ,40.0,191.0,Goalkeeper,right,Retired,45.0,46.0,17.0,4013.0,19.0,27.0,5.0,1591.0,48.0,42.0,19.0,4328.0,36.0,65.0,6.0,3184.0,25.0,29.0,9.0,2232.0,47.0,49.0,15.0,4290.0,1.0,1.0,0.0,90.0,,,,,,,,,,,,,Premier League
Ryan Schofield,£90Th. ,20.0,190.0,Goalkeeper,right,Huddersfield Town,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,22.0,4.0,1486.0,5.0,4.0,1.0,450.0,,,,,Premier League
Terence Kongolo,£9.00m ,26.0,188.0,Defender - Centre-Back,left,Fulham FC,8.0,0.0,0.0,639.0,23.0,3.0,0.0,1679.0,27.0,2.0,1.0,2212.0,45.0,0.0,3.0,3950.0,35.0,0.0,3.0,3125.0,32.0,1.0,2.0,2518.0,23.0,0.0,0.0,1920.0,32.0,1.0,1.0,2722.0,13.0,0.0,1.0,965.0,,,,,Premier League
Christopher Schindler,£5.40m ,30.0,188.0,Defender - Centre-Back,right,Huddersfield Town,32.0,1.0,0.0,2611.0,28.0,0.0,0.0,1869.0,28.0,0.0,0.0,2571.0,33.0,1.0,1.0,2970.0,36.0,1.0,1.0,3240.0,48.0,2.0,3.0,4287.0,39.0,0.0,2.0,3401.0,38.0,1.0,0.0,3352.0,46.0,2.0,1.0,4140.0,4.0,0.0,0.0,285.0,Premier League
Zanka,£4.50m ,30.0,189.0,Defender - Centre-Back,right,FC Copenhagen,17.0,0.0,1.0,1286.0,26.0,4.0,2.0,2130.0,20.0,1.0,1.0,1175.0,42.0,2.0,1.0,3668.0,40.0,4.0,0.0,3585.0,51.0,2.0,1.0,4575.0,40.0,0.0,2.0,3630.0,25.0,3.0,1.0,2238.0,30.0,4.0,1.0,2147.0,3.0,0.0,0.0,270.0,Premier League
Michael Hefele,£1.35m ,30.0,192.0,Defender - Centre-Back,right,Nottingham Forest,9.0,2.0,0.0,687.0,9.0,0.0,0.0,658.0,22.0,0.0,0.0,1781.0,36.0,4.0,0.0,3176.0,40.0,7.0,3.0,3630.0,42.0,5.0,0.0,2942.0,6.0,0.0,0.0,416.0,18.0,0.0,0.0,1390.0,0.0,0.0,0.0,0.0,,,,,Premier League
Martin Cranie,£450Th. ,34.0,183.0,Defender - Centre-Back,right,Luton Town,40.0,0.0,1.0,3556.0,41.0,0.0,2.0,3477.0,37.0,0.0,1.0,3178.0,44.0,1.0,1.0,3897.0,39.0,0.0,0.0,2746.0,21.0,0.0,1.0,1144.0,13.0,0.0,0.0,413.0,16.0,0.0,1.0,970.0,25.0,2.0,1.0,1739.0,7.0,0.0,0.0,517.0,Premier League
Jon Gorenc Stankovic,£450Th. ,24.0,190.0,Defender - Centre-Back,right,SK Sturm Graz,,,,,6.0,0.0,1.0,527.0,15.0,0.0,0.0,719.0,33.0,1.0,0.0,2900.0,31.0,1.0,1.0,2666.0,12.0,0.0,0.0,853.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,897.0,21.0,1.0,0.0,1488.0,6.0,2.0,0.0,540.0,Premier League
Scott Malone,£2.70m ,29.0,189.0,Defender - Left-Back,left,Millwall FC,37.0,6.0,8.0,2893.0,16.0,1.0,2.0,1123.0,35.0,3.0,1.0,2980.0,34.0,1.0,3.0,2615.0,42.0,2.0,4.0,3466.0,42.0,6.0,6.0,3408.0,28.0,0.0,1.0,1506.0,35.0,2.0,2.0,2752.0,21.0,1.0,1.0,1446.0,5.0,1.0,0.0,426.0,Premier League
Chris Löwe,£1.35m ,31.0,173.0,Defender - Left-Back,left,SG Dynamo Dresden,16.0,0.0,0.0,1297.0,17.0,0.0,2.0,1513.0,33.0,1.0,4.0,2971.0,34.0,2.0,5.0,2994.0,25.0,1.0,6.0,2255.0,45.0,2.0,3.0,3918.0,25.0,0.0,0.0,1702.0,31.0,0.0,2.0,2159.0,22.0,1.0,3.0,1603.0,5.0,0.0,0.0,450.0,Premier League
Tareiq Holmes-Dennis,£225Th. ,24.0,175.0,Defender - Left-Back,left,Retired,,,,,,,,,,,,,36.0,1.0,1.0,3230.0,22.0,0.0,1.0,1554.0,17.0,0.0,1.0,940.0,1.0,0.0,0.0,39.0,21.0,1.0,3.0,1661.0,9.0,0.0,2.0,356.0,,,,,Premier League
Florent Hadergjonaj,£4.50m ,26.0,182.0,Defender - Right-Back,right,Kasimpasa,,,,,23.0,2.0,5.0,1489.0,20.0,1.0,2.0,1411.0,35.0,0.0,3.0,2734.0,37.0,0.0,4.0,2996.0,29.0,1.0,3.0,2444.0,29.0,0.0,2.0,2109.0,24.0,0.0,0.0,1841.0,35.0,0.0,2.0,2626.0,3.0,0.0,0.0,250.0,Premier League
Tommy Smith,£2.70m ,28.0,185.0,Defender - Right-Back,right,Stoke City,,,,,0.0,0.0,0.0,0.0,27.0,0.0,1.0,2384.0,44.0,0.0,3.0,3890.0,39.0,1.0,5.0,3123.0,47.0,4.0,8.0,3972.0,27.0,0.0,1.0,2062.0,16.0,0.0,0.0,1231.0,33.0,0.0,4.0,2780.0,9.0,0.0,0.0,740.0,Premier League
Jordan Williams,£90Th. ,20.0,179.0,Defender - Right-Back,right,Barnsley FC,,,,,,,,,,,,,,,,,,,,,,,,,15.0,0.0,0.0,871.0,15.0,1.0,2.0,1065.0,33.0,0.0,0.0,2781.0,8.0,1.0,0.0,720.0,Premier League
Danny Williams,£1.80m ,31.0,182.0,Midfielder - Defensive Midfield,right,Without Club,28.0,0.0,1.0,1855.0,22.0,1.0,0.0,1622.0,32.0,3.0,2.0,2295.0,32.0,1.0,0.0,2493.0,46.0,6.0,3.0,3736.0,47.0,4.0,1.0,3865.0,24.0,1.0,0.0,1422.0,6.0,0.0,0.0,162.0,11.0,0.0,0.0,733.0,,,,,Premier League
Aaron Mooy,£9.00m ,30.0,179.0,Midfielder - Central Midfield,right,Shanghai SIPG,12.0,1.0,1.0,438.0,23.0,1.0,2.0,1772.0,30.0,4.0,1.0,2023.0,27.0,7.0,4.0,2391.0,26.0,11.0,10.0,2283.0,51.0,4.0,10.0,4295.0,38.0,4.0,4.0,3207.0,30.0,3.0,1.0,2348.0,39.0,3.0,2.0,2659.0,,,,,Premier League
Jonathan Hogg,£3.15m ,31.0,176.0,Midfielder - Central Midfield,right,Huddersfield Town,42.0,0.0,2.0,3622.0,42.0,0.0,3.0,3125.0,37.0,1.0,0.0,3001.0,27.0,0.0,3.0,1930.0,24.0,0.0,0.0,1836.0,43.0,1.0,0.0,3249.0,33.0,0.0,0.0,2661.0,30.0,0.0,1.0,2467.0,38.0,0.0,2.0,3112.0,6.0,0.0,0.0,472.0,Premier League
Philip Billing,£2.25m ,24.0,193.0,Midfielder - Central Midfield,left,AFC Bournemouth,,,,,,,,,1.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,695.0,28.0,2.0,2.0,1517.0,22.0,1.0,0.0,1172.0,27.0,2.0,0.0,2191.0,36.0,3.0,1.0,2628.0,6.0,0.0,0.0,293.0,Premier League
Dean Whitehead,£225Th. ,38.0,183.0,Midfielder - Central Midfield,right,Retired,47.0,1.0,3.0,3253.0,30.0,1.0,0.0,1739.0,38.0,1.0,0.0,3106.0,25.0,0.0,0.0,1529.0,36.0,0.0,2.0,2907.0,20.0,0.0,0.0,1202.0,7.0,0.0,0.0,211.0,,,,,,,,,,,,,Premier League
Lewis O'Brien, ,22.0,173.0,Midfielder - Central Midfield,left,Huddersfield Town,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,46.0,4.0,3.0,3969.0,39.0,2.0,4.0,3293.0,1.0,0.0,0.0,18.0,Premier League
Alex Pritchard,£9.00m ,27.0,168.0,Midfielder - Attacking Midfield,right,Huddersfield Town,0.0,0.0,0.0,0.0,17.0,6.0,6.0,1101.0,45.0,8.0,11.0,3652.0,47.0,12.0,7.0,3869.0,7.0,2.0,0.0,298.0,35.0,7.0,12.0,2194.0,24.0,2.0,4.0,1607.0,32.0,2.0,0.0,2179.0,18.0,0.0,1.0,964.0,4.0,0.0,0.0,360.0,Premier League
Kasey Palmer,£1.35m ,23.0,175.0,Midfielder - Attacking Midfield,right,Swansea City,,,,,,,,,11.0,1.0,0.0,280.0,27.0,6.0,2.0,1069.0,25.0,10.0,3.0,1916.0,27.0,5.0,3.0,1439.0,22.0,2.0,2.0,735.0,34.0,5.0,1.0,1465.0,27.0,1.0,3.0,1171.0,3.0,2.0,0.0,202.0,Premier League
Abdelhamid Sabiri,£900Th. ,23.0,186.0,Midfielder - Attacking Midfield,right,Ascoli Calcio,,,,,,,,,,,,,2.0,2.0,0.0,165.0,33.0,20.0,6.0,2591.0,30.0,17.0,6.0,2289.0,10.0,0.0,1.0,505.0,3.0,0.0,0.0,93.0,25.0,4.0,1.0,1124.0,2.0,0.0,0.0,108.0,Premier League
Jack Payne,£315Th. ,25.0,165.0,Midfielder - Attacking Midfield,left,Swindon Town,,,,,,,,,15.0,0.0,0.0,400.0,38.0,8.0,5.0,2159.0,35.0,9.0,6.0,2572.0,28.0,4.0,2.0,1397.0,52.0,8.0,15.0,3303.0,47.0,9.0,7.0,3644.0,30.0,2.0,2.0,1989.0,8.0,1.0,3.0,589.0,Premier League
Rajiv van La Parra,£3.60m ,29.0,181.0,Forward - Left Winger,right,Without Club,33.0,6.0,3.0,1609.0,38.0,5.0,3.0,2517.0,36.0,7.0,8.0,2121.0,41.0,2.0,10.0,2585.0,30.0,2.0,2.0,1965.0,46.0,2.0,4.0,3510.0,38.0,5.0,1.0,2490.0,10.0,0.0,0.0,565.0,16.0,1.0,2.0,957.0,,,,,Premier League
Tom Ince,£7.20m ,28.0,178.0,Forward - Right Winger,left,Stoke City,41.0,8.0,10.0,2590.0,47.0,18.0,14.0,4108.0,33.0,8.0,7.0,2595.0,37.0,12.0,3.0,2499.0,46.0,12.0,7.0,3481.0,50.0,15.0,8.0,3934.0,37.0,3.0,0.0,2745.0,41.0,6.0,9.0,3314.0,40.0,3.0,2.0,2869.0,1.0,0.0,0.0,90.0,Premier League
Joe Lolley,£450Th. ,28.0,179.0,Forward - Right Winger,right,Nottingham Forest,,,,,,,,,31.0,12.0,6.0,1850.0,19.0,3.0,0.0,446.0,40.0,4.0,3.0,2507.0,22.0,1.0,1.0,982.0,26.0,5.0,3.0,1569.0,51.0,12.0,11.0,3749.0,44.0,10.0,9.0,3378.0,4.0,1.0,0.0,199.0,Premier League
Sean Scannell,£450Th. ,30.0,176.0,Forward - Right Winger,right,Grimsby Town,41.0,4.0,4.0,2436.0,38.0,3.0,1.0,2300.0,42.0,1.0,3.0,1464.0,45.0,4.0,8.0,3559.0,30.0,1.0,4.0,1717.0,16.0,0.0,1.0,749.0,20.0,0.0,1.0,1126.0,18.0,0.0,1.0,1438.0,18.0,2.0,0.0,930.0,3.0,0.0,0.0,194.0,Premier League
Steve Mounié,£9.00m ,26.0,190.0,Forward - Centre-Forward,right,Stade Brest 29,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,34.0,11.0,5.0,2683.0,38.0,15.0,3.0,3036.0,31.0,9.0,2.0,2157.0,32.0,2.0,3.0,1820.0,32.0,8.0,2.0,1454.0,5.0,2.0,0.0,445.0,Premier League
Laurent Depoitre,£4.05m ,31.0,191.0,Forward - Centre-Forward,right,KAA Gent,33.0,8.0,2.0,2811.0,38.0,15.0,4.0,2989.0,37.0,10.0,7.0,2915.0,40.0,14.0,9.0,3288.0,47.0,16.0,5.0,3958.0,16.0,3.0,1.0,824.0,35.0,6.0,2.0,1988.0,25.0,0.0,1.0,1195.0,35.0,15.0,4.0,2609.0,11.0,2.0,1.0,701.0,Premier League
Elias Kachunga,£3.15m ,28.0,178.0,Forward - Centre-Forward,right,Sheffield Wednesday,35.0,22.0,6.0,2762.0,20.0,6.0,2.0,1370.0,35.0,6.0,12.0,2516.0,32.0,6.0,1.0,2222.0,10.0,0.0,0.0,269.0,48.0,13.0,4.0,3980.0,21.0,1.0,1.0,1444.0,22.0,0.0,0.0,1361.0,37.0,3.0,5.0,2724.0,6.0,1.0,0.0,351.0,Premier League
Collin Quaner,£1.35m ,29.0,191.0,Forward - Centre-Forward,right,Without Club,18.0,1.0,1.0,675.0,16.0,2.0,3.0,1147.0,15.0,2.0,2.0,785.0,28.0,6.0,3.0,1770.0,16.0,2.0,0.0,483.0,38.0,11.0,7.0,2381.0,31.0,0.0,4.0,1679.0,18.0,4.0,4.0,1013.0,5.0,0.0,0.0,66.0,,,,,Premier League
Jordy Hiwula,£225Th. ,26.0,178.0,Forward - Centre-Forward,right,Without Club,,,,,5.0,3.0,0.0,352.0,22.0,12.0,2.0,1489.0,38.0,13.0,3.0,2849.0,32.0,9.0,2.0,1774.0,49.0,12.0,4.0,2920.0,53.0,13.0,5.0,2647.0,43.0,13.0,4.0,3384.0,18.0,4.0,2.0,1365.0,,,,,Premier League
Wojciech Szczesny,£18.00m ,30.0,196.0,Goalkeeper,right,Juventus FC,48.0,57.0,18.0,4320.0,35.0,40.0,12.0,3180.0,46.0,46.0,22.0,4088.0,29.0,31.0,9.0,2580.0,42.0,54.0,9.0,3739.0,39.0,41.0,14.0,3510.0,21.0,10.0,14.0,1800.0,41.0,32.0,18.0,3690.0,37.0,42.0,13.0,3312.0,2.0,2.0,1.0,180.0,Serie A
Gianluigi Buffon,£1.80m ,42.0,192.0,Goalkeeper,right,Juventus FC,35.0,16.0,21.0,3150.0,44.0,29.0,22.0,4020.0,48.0,33.0,26.0,4217.0,47.0,32.0,24.0,4260.0,44.0,26.0,25.0,3990.0,43.0,32.0,21.0,3855.0,34.0,28.0,18.0,3033.0,25.0,25.0,9.0,2264.0,15.0,12.0,5.0,1350.0,1.0,1.0,0.0,90.0,Serie A
Carlo Pinsoglio,£450Th. ,30.0,194.0,Goalkeeper,left,Juventus FC,9.0,30.0,6.0,783.0,22.0,31.0,5.0,1977.0,39.0,38.0,14.0,3510.0,44.0,41.0,16.0,4020.0,38.0,47.0,9.0,3366.0,41.0,47.0,10.0,3720.0,1.0,1.0,0.0,27.0,1.0,2.0,0.0,90.0,1.0,0.0,1.0,18.0,0.0,0.0,0.0,0.0,Serie A
Mattia Del Favero,£90Th. ,22.0,190.0,Goalkeeper,right,Delfino Pescara 1936,,,,,,,,,,,,,8.0,7.0,3.0,720.0,16.0,21.0,4.0,1415.0,25.0,21.0,12.0,2280.0,12.0,8.0,4.0,1080.0,25.0,32.0,8.0,2250.0,18.0,17.0,7.0,1650.0,1.0,1.0,0.0,120.0,Serie A
Leonardo Loria,£68Th. ,21.0,195.0,Goalkeeper,right,AC Pisa 1909,,,,,,,,,,,,,,,,,11.0,11.0,6.0,1020.0,6.0,5.0,2.0,540.0,29.0,43.0,6.0,2640.0,30.0,58.0,5.0,2700.0,27.0,32.0,8.0,2415.0,1.0,0.0,1.0,90.0,Serie A
Medhi Benatia,£20.70m ,33.0,190.0,Defender - Centre-Back,right,Al-Duhail SC,38.0,2.0,0.0,3238.0,25.0,2.0,1.0,2114.0,37.0,5.0,0.0,3131.0,24.0,2.0,1.0,1860.0,22.0,1.0,2.0,1333.0,21.0,1.0,0.0,1456.0,32.0,4.0,0.0,2637.0,20.0,2.0,0.0,1604.0,24.0,0.0,0.0,2033.0,1.0,0.0,0.0,90.0,Serie A
Daniele Rugani,£19.80m ,26.0,190.0,Defender - Centre-Back,right,Stade Rennais FC,24.0,1.0,0.0,2190.0,23.0,1.0,0.0,2073.0,42.0,2.0,2.0,3758.0,39.0,3.0,0.0,3540.0,21.0,0.0,0.0,1523.0,20.0,3.0,0.0,1558.0,26.0,2.0,1.0,2225.0,20.0,2.0,0.0,1711.0,14.0,0.0,0.0,1047.0,1.0,0.0,0.0,90.0,Serie A
Giorgio Chiellini,£9.00m ,36.0,187.0,Defender - Centre-Back,left,Juventus FC,37.0,2.0,2.0,3353.0,32.0,1.0,2.0,2738.0,44.0,4.0,3.0,3858.0,45.0,1.0,2.0,3998.0,34.0,1.0,0.0,2718.0,33.0,4.0,1.0,2660.0,38.0,0.0,1.0,3172.0,34.0,1.0,2.0,2738.0,4.0,1.0,0.0,201.0,2.0,0.0,0.0,173.0,Serie A
Benedikt Höwedes,£8.10m ,32.0,188.0,Defender - Centre-Back,right,Retired,34.0,1.0,3.0,2920.0,43.0,2.0,2.0,3825.0,32.0,2.0,1.0,2588.0,34.0,3.0,0.0,3027.0,19.0,1.0,0.0,1245.0,46.0,2.0,4.0,4170.0,3.0,1.0,0.0,248.0,26.0,4.0,0.0,2000.0,24.0,0.0,0.0,2104.0,,,,,Serie A
Andrea Barzagli,£900Th. ,39.0,187.0,Defender - Centre-Back,right,Retired,39.0,1.0,2.0,3405.0,48.0,0.0,1.0,4277.0,33.0,0.0,0.0,2847.0,17.0,0.0,0.0,1185.0,42.0,1.0,1.0,3603.0,39.0,0.0,0.0,2618.0,38.0,0.0,1.0,2372.0,10.0,0.0,0.0,367.0,,,,,,,,,Serie A
Alex Sandro,£40.50m ,29.0,181.0,Defender - Left-Back,left,Juventus FC,12.0,1.0,0.0,830.0,36.0,1.0,4.0,2945.0,48.0,0.0,4.0,4216.0,40.0,1.0,5.0,3450.0,33.0,2.0,5.0,2336.0,43.0,3.0,8.0,3416.0,39.0,4.0,6.0,3280.0,43.0,1.0,4.0,3322.0,41.0,1.0,4.0,3466.0,,,,,Serie A
Juan Cuadrado,£25.20m ,32.0,176.0,Defender - Right-Back,right,Juventus FC,33.0,3.0,2.0,2705.0,40.0,5.0,7.0,3239.0,43.0,15.0,11.0,3435.0,37.0,6.0,4.0,2147.0,41.0,5.0,6.0,2465.0,45.0,3.0,10.0,2907.0,29.0,5.0,9.0,1915.0,23.0,1.0,3.0,1552.0,45.0,3.0,7.0,3441.0,3.0,0.0,0.0,202.0,Serie A
Mattia De Sciglio,£12.60m ,28.0,183.0,Defender - Right-Back,right,Olympique Lyon,17.0,1.0,0.0,1450.0,33.0,0.0,3.0,2790.0,21.0,0.0,0.0,1741.0,18.0,0.0,0.0,1356.0,29.0,0.0,0.0,2532.0,27.0,0.0,1.0,2301.0,20.0,1.0,0.0,1484.0,28.0,0.0,1.0,2231.0,13.0,0.0,0.0,774.0,2.0,0.0,0.0,40.0,Serie A
Stephan Lichtsteiner,£1.35m ,36.0,182.0,Defender - Right-Back,right,Retired,38.0,2.0,3.0,3211.0,36.0,4.0,3.0,2748.0,36.0,3.0,9.0,2635.0,50.0,3.0,7.0,4075.0,37.0,2.0,2.0,2782.0,30.0,1.0,3.0,2196.0,32.0,0.0,3.0,2018.0,23.0,1.0,1.0,1732.0,20.0,0.0,1.0,1346.0,,,,,Serie A
