name,Market Value,current league
Vincent Sasso,£900Th. ,Liga NOS
Artur Jorge,£900Th. ,Liga NOS
Bruno Wilson,£90Th. ,Liga NOS
Lucas Cunha,£90Th. ,Liga NOS
Djavan,£1.35m ,Liga NOS
Baiano,£2.25m ,Liga NOS
Marcelo Goiano,£1.80m ,Liga NOS
Paulinho,£1.13m ,Liga NOS
Anthony D'Alberto,£270Th. ,Liga NOS
Nikola Vukcevic,£2.25m ,Liga NOS
Rafael Assis,£1.35m ,Liga NOS
Mauro,£1.35m ,Liga NOS
João Gamboa,£720Th. ,Liga NOS
Didi Silva,£315Th. ,Liga NOS
Mamadou Loum,£68Th. ,Liga NOS
Rodrigo Battaglia,£2.70m ,Liga NOS
Pedro Tiba,£1.35m ,Liga NOS
Marko Bakic,£1.13m ,Liga NOS
Xeka,£1.13m ,Liga NOS
Chidi Osuchukwu,£360Th. ,Liga NOS
Luis Aguiar,£248Th. ,Liga NOS
Rafa Silva,£13.50m ,Liga NOS
Tomás Martínez,£900Th. ,Liga NOS
Xadas,£45Th. ,Liga NOS
Wilson Eduardo,£3.15m ,Liga NOS
Oscar Benítez,£1.80m ,Liga NOS
Ricardo Horta,£1.58m ,Liga NOS
Pedro Neto, ,Liga NOS
Pedro Santos,£3.15m ,Liga NOS
Fede Cartabia,£1.35m ,Liga NOS
Alan,£270Th. ,Liga NOS
Ahmed Hassan,£2.70m ,Liga NOS
Rui Fonte,£2.70m ,Liga NOS
Nikola Stojiljkovic,£2.70m ,Liga NOS
Douglas Coutinho,£900Th. ,Liga NOS
Crislan,£720Th. ,Liga NOS
Rodrigo Pinho,£540Th. ,Liga NOS
Miguel Silva,£1.35m ,Liga NOS
Douglas Jesus,£360Th. ,Liga NOS
Georgemy,£225Th. ,Liga NOS
Miguel Oliveira,£135Th. ,Liga NOS
Pedro Henrique,£2.25m ,Liga NOS
Josué Sá,£2.25m ,Liga NOS
João Afonso,£1.35m ,Liga NOS
Prince Gouano,£1.13m ,Liga NOS
Marcos Valente,£405Th. ,Liga NOS
Dénis Duarte,£270Th. ,Liga NOS
Moreno,£90Th. ,Liga NOS
Ghislain Konan,£1.35m ,Liga NOS
Rúben,£900Th. ,Liga NOS
João Vigário,£135Th. ,Liga NOS
Bruno Gaspar,£2.70m ,Liga NOS
João Aurélio,£1.58m ,Liga NOS
Falaye Sacko,£135Th. ,Liga NOS
Alex Pinto, ,Liga NOS
Guillermo Celis,£1.80m ,Liga NOS
Nolan Mbemba,£450Th. ,Liga NOS
Rafael Miranda,£450Th. ,Liga NOS
Bongani Zungu,£1.80m ,Liga NOS
João Pedro,£1.35m ,Liga NOS
Bakary Bouba Saré,£540Th. ,Liga NOS
Joseph Amoah,£68Th. ,Liga NOS
Paolo Hurtado,£2.25m ,Liga NOS
Bernard Mensah,£1.35m ,Liga NOS
Tozé,£720Th. ,Liga NOS
Inters Gui,£270Th. ,Liga NOS
Ricardo Valente,£900Th. ,Liga NOS
Alex,£540Th. ,Liga NOS
Hernâni,£3.15m ,Liga NOS
Fábio Sturgeon,£1.80m ,Liga NOS
Raphinha,£1.80m ,Liga NOS
Xande Silva,£450Th. ,Liga NOS
Francis,£135Th. ,Liga NOS
Tiquinho Soares,£6.30m ,Liga NOS
Moussa Marega,£3.60m ,Liga NOS
David Texeira,£900Th. ,Liga NOS
Rafael Martins,£720Th. ,Liga NOS
Bruno Mendes,£405Th. ,Liga NOS
Areias,£315Th. ,Liga NOS
Cássio,£225Th. ,Liga NOS
Rui Vieira,£180Th. ,Liga NOS
Carlos Alves,£90Th. ,Liga NOS
Roderick Miranda,£2.25m ,Liga NOS
Marcelo,£1.53m ,Liga NOS
Nélson Monte,£450Th. ,Liga NOS
Aníbal Capela,£180Th. ,Liga NOS
Silvério,£158Th. ,Liga NOS
André Vilas Boas,£90Th. ,Liga NOS
Filipe Almeida, ,Liga NOS
Rafa Soares,£1.80m ,Liga NOS
Bruno Teles,£360Th. ,Liga NOS
Tiago André,£68Th. ,Liga NOS
Lionn,£675Th. ,Liga NOS
Nadjack,£270Th. ,Liga NOS
Pedrinho,£270Th. ,Liga NOS
Filipe Augusto,£1.80m ,Liga NOS
Alhassan Wakaso,£1.58m ,Liga NOS
Radosav Petrovic,£1.35m ,Liga NOS
Sunday Abalo,£225Th. ,Liga NOS
Adama Traoré,£2.70m ,Liga NOS
Tarantini,£720Th. ,Liga NOS
Pedro Moreira,£540Th. ,Liga NOS
Leandrinho,£450Th. ,Liga NOS
Filip Krovinovic,£1.80m ,Liga NOS
João Novais,£270Th. ,Liga NOS
Vitó,£68Th. ,Liga NOS
Yonathan Del Valle,£1.58m ,Liga NOS
Rúben Ribeiro,£1.13m ,Liga NOS
Héldon,£900Th. ,Liga NOS
Tafsir Chérif,£180Th. ,Liga NOS
Iuri Gomes,£45Th. ,Liga NOS
Gil Dias,£1.80m ,Liga NOS
Jaime Pinto,£90Th. ,Liga NOS
Rafael Miranda,£45Th. ,Liga NOS
Hélder Guedes,£1.13m ,Liga NOS
Gonçalo Paciência,£720Th. ,Liga NOS
Yazalde,£360Th. ,Liga NOS
William Jebor,£270Th. ,Liga NOS
Kizito,£270Th. ,Liga NOS
Ronan,£180Th. ,Liga NOS
José Postiga,£90Th. ,Liga NOS
André Moreira,£900Th. ,Liga NOS
Hugo Ventura,£630Th. ,Liga NOS
Cristiano Figueiredo,£450Th. ,Liga NOS
Rafael Veloso,£225Th. ,Liga NOS
Joel Pereira,£90Th. ,Liga NOS
Filipe Mendes,£90Th. ,Liga NOS
Ricardo Fernandes,£45Th. ,Liga NOS
Domingos Duarte,£900Th. ,Liga NOS
Gonçalo Silva,£900Th. ,Liga NOS
Gonçalo Brandão,£810Th. ,Liga NOS
Edgar Ié,£450Th. ,Liga NOS
Tiago Duque,£270Th. ,Liga NOS
Dinis Almeida,£270Th. ,Liga NOS
Nuno Tomás,£68Th. ,Liga NOS
Florent Hanin,£900Th. ,Liga NOS
Mica Pinto,£180Th. ,Liga NOS
Adélcio Varela,£23Th. ,Liga NOS
João Diogo,£1.35m ,Liga NOS
Diogo Viana,£900Th. ,Liga NOS
Gonçalo Tavares,£45Th. ,Liga NOS
Rúben Pinto,£1.80m ,Liga NOS
João Palhinha,£1.80m ,Liga NOS
Oriol Rosell,£630Th. ,Liga NOS
Robert Ahman-Persson,£540Th. ,Liga NOS
Ricardo Dias,£360Th. ,Liga NOS
Vítor Gomes,£720Th. ,Liga NOS
André Sousa,£675Th. ,Liga NOS
Luís Silva,£450Th. ,Liga NOS
Hassan Yebda,£270Th. ,Liga NOS
Miguel Rosa,£1.13m ,Liga NOS
Gerso,£1.58m ,Liga NOS
Fábio Nunes,£360Th. ,Liga NOS
Fábio Sturgeon,£1.80m ,Liga NOS
Benny,£90Th. ,Liga NOS
Maurides,£1.13m ,Liga NOS
Abel Camará,£900Th. ,Liga NOS
Tiago Caeiro,£270Th. ,Liga NOS
Juanto Ortuño,£270Th. ,Liga NOS
Betinho,£180Th. ,Liga NOS
Komnen Andric,£135Th. ,Liga NOS
Rui Silva,£900Th. ,Liga NOS
Sinan Bolat,£450Th. ,Liga NOS
Vítor São Bento,£180Th. ,Liga NOS
Adriano Facchini,£180Th. ,Liga NOS
Ohoulo Framelin,£90Th. ,Liga NOS
César Martins,£900Th. ,Liga NOS
Tobias Figueiredo,£900Th. ,Liga NOS
Rui Correia,£720Th. ,Liga NOS
Diogo Coelho,£405Th. ,Liga NOS
Rodrigo Alírio,£90Th. ,Liga NOS
Nuno Sequeira,£900Th. ,Liga NOS
Witi,£270Th. ,Liga NOS
Mauro Cerqueira,£180Th. ,Liga NOS
Víctor García,£900Th. ,Liga NOS
Nuno Campos,£270Th. ,Liga NOS
Aly Ghazal,£540Th. ,Liga NOS
Washington Santana,£540Th. ,Liga NOS
Filipe Gonçalves,£225Th. ,Liga NOS
Vítor Hugo,£45Th. ,Liga NOS
Geraldo,£45Th. ,Liga NOS
Tiago Rodrigues,£675Th. ,Liga NOS
Vítor Gonçalves,£270Th. ,Liga NOS
Dejan Mezga,£270Th. ,Liga NOS
Jota,£225Th. ,Liga NOS
Willyan,£540Th. ,Liga NOS
Zizo,£450Th. ,Liga NOS
Zequinha,£450Th. ,Liga NOS
Salvador Agra,£1.80m ,Liga NOS
Roniel,£405Th. ,Liga NOS
Fernando Aristeguieta,£675Th. ,Liga NOS
Ricardo Gomes,£450Th. ,Liga NOS
Okacha Hamzaoui,£360Th. ,Liga NOS
Jhonder Cádiz,£360Th. ,Liga NOS
Nelson Bonilla,£270Th. ,Liga NOS
Sinan Bolat,£450Th. ,Liga NOS
Rafael Bracali,£180Th. ,Liga NOS
Rui Sacramento,£135Th. ,Liga NOS
Igor Rocha,£90Th. ,Liga NOS
Nuno Coelho,£1.13m ,Liga NOS
Gegé,£900Th. ,Liga NOS
Jubal,£900Th. ,Liga NOS
Hugo Basto,£720Th. ,Liga NOS
José Manuel Velázquez,£630Th. ,Liga NOS
Thiago Carleto,£675Th. ,Liga NOS
Nelsinho,£630Th. ,Liga NOS
Vítor Costa,£270Th. ,Liga NOS
Ânderson Luís,£900Th. ,Liga NOS
Jefre Vargas,£270Th. ,Liga NOS
Adilson Goiano,£900Th. ,Liga NOS
André Santos,£900Th. ,Liga NOS
Gilson Costa,£270Th. ,Liga NOS
Alex Azevedo,£90Th. ,Liga NOS
Karl,£135Th. ,Liga NOS
Nuno Valente,£675Th. ,Liga NOS
Rafael Crivellaro,£540Th. ,Liga NOS
Artur,£270Th. ,Liga NOS
Jorginho,£1.35m ,Liga NOS
Sami,£900Th. ,Liga NOS
Kuca,£720Th. ,Liga NOS
Mateus,£540Th. ,Liga NOS
Zequinha,£450Th. ,Liga NOS
Sancidino Silva,£225Th. ,Liga NOS
Walter González,£900Th. ,Liga NOS
Bruno Lopes,£675Th. ,Liga NOS
Roberto,£540Th. ,Liga NOS
Tomané,£540Th. ,Liga NOS
Keirrison,£315Th. ,Liga NOS
Marlon de Jesús,£270Th. ,Liga NOS
Tucka,£68Th. ,Liga NOS
Bruno Varela,£2.25m ,Liga NOS
Pedro Trigueira,£450Th. ,Liga NOS
Lukas Raeder,£90Th. ,Liga NOS
Diego,£45Th. ,Liga NOS
Diogo Ferreira, ,Liga NOS
Frederico Venâncio,£1.80m ,Liga NOS
Fábio Cardoso,£1.35m ,Liga NOS
Vasco Fernandes,£900Th. ,Liga NOS
Pedro Pinto,£360Th. ,Liga NOS
Miguel Lourenço,£225Th. ,Liga NOS
Cléber,£45Th. ,Liga NOS
Nuno Pinto,£900Th. ,Liga NOS
Ruca,£270Th. ,Liga NOS
André Sousa, ,Liga NOS
André Geraldes,£1.13m ,Liga NOS
Toni Gorupec,£270Th. ,Liga NOS
Luís Felipe,£270Th. ,Liga NOS
Gonçalo Duarte,£90Th. ,Liga NOS
Mikel Agu,£1.35m ,Liga NOS
FÃ¡bio Pacheco,£630Th. ,Liga NOS
Alexandre Cardoso,£68Th. ,Liga NOS
Nenê Bonilha,£540Th. ,Liga NOS
André Pedrosa,£90Th. ,Liga NOS
João Carvalho,£1.80m ,Liga NOS
Costinha,£1.13m ,Liga NOS
Ryan Gauld,£900Th. ,Liga NOS
Nuno Santos,£900Th. ,Liga NOS
João Amaral,£900Th. ,Liga NOS
Arnold Issoko,£585Th. ,Liga NOS
André Claro,£1.35m ,Liga NOS
Vasco Costa,£180Th. ,Liga NOS
Zé Manuel,£810Th. ,Liga NOS
Thiago,£315Th. ,Liga NOS
Edinho,£270Th. ,Liga NOS
Mohcine Hassan,£180Th. ,Liga NOS
Valdu Té,£90Th. ,Liga NOS
Meyong,£90Th. ,Liga NOS
Gottardi,£720Th. ,Liga NOS
Charles,£540Th. ,Liga NOS
Alireza Haghighi,£90Th. ,Liga NOS
Wellington,£90Th. ,Liga NOS
Rafael Broetto,£90Th. ,Liga NOS
Amir Abedzadeh,£90Th. ,Liga NOS
Wellington Luís, ,Liga NOS
Maurício Antônio,£1.58m ,Liga NOS
Raúl Silva,£1.58m ,Liga NOS
Zainadine Júnior,£900Th. ,Liga NOS
Dirceu,£630Th. ,Liga NOS
Deyvison,£450Th. ,Liga NOS
Diney Borges,£90Th. ,Liga NOS
Cristiano Vasconcelos, ,Liga NOS
Luís Martins,£450Th. ,Liga NOS
Fábio China,£360Th. ,Liga NOS
Patrick,£1.35m ,Liga NOS
Coronas,£360Th. ,Liga NOS
Samuel Santos,£180Th. ,Liga NOS
Erdem Sen,£2.03m ,Liga NOS
Fransérgio,£1.80m ,Liga NOS
Alex Soares,£900Th. ,Liga NOS
Esquerdinha,£225Th. ,Liga NOS
Jean Cleber,£180Th. ,Liga NOS
André Teles,- ,Liga NOS
Edgar Costa,£1.35m ,Liga NOS
Éber Bessa,£720Th. ,Liga NOS
Shaher Mansour,£90Th. ,Liga NOS
Abdul Basit,£90Th. ,Liga NOS
Gevorg Ghazaryan,£900Th. ,Liga NOS
Xavier,£540Th. ,Liga NOS
Gevaro Nepomuceno,£315Th. ,Liga NOS
Carlos Daniel,- ,Liga NOS
Brito,£450Th. ,Liga NOS
Dyego Sousa,£900Th. ,Liga NOS
Alhassane Keita,£540Th. ,Liga NOS
Baba Diawara,£360Th. ,Liga NOS
Donald Djousse,£315Th. ,Liga NOS
Amido Baldé,£270Th. ,Liga NOS
Adul Seidi,£90Th. ,Liga NOS
José Moreira,£180Th. ,Liga NOS
Luís Ribeiro,£180Th. ,Liga NOS
Thierry Graça,£90Th. ,Liga NOS
João Afonso,£1.35m ,Liga NOS
Gonçalo Brandão,£810Th. ,Liga NOS
Dankler,£720Th. ,Liga NOS
Oumar Diakhité,£630Th. ,Liga NOS
Thiago Cardoso,£180Th. ,Liga NOS
JoÃ£o Basso,£135Th. ,Liga NOS
Aílton,£720Th. ,Liga NOS
Joel,£540Th. ,Liga NOS
Alex Kakuba,£180Th. ,Liga NOS
Mano,£540Th. ,Liga NOS
Nuno Lopes,£540Th. ,Liga NOS
Lucas Farias,£360Th. ,Liga NOS
Anderson Esiti,£2.25m ,Liga NOS
Diogo Amado,£1.35m ,Liga NOS
Afonso Taira,£900Th. ,Liga NOS
Dmytro Yarchuk,£135Th. ,Liga NOS
Diogo Baltazar,£90Th. ,Liga NOS
Lucas Morelatto,£135Th. ,Liga NOS
Matheus Índio,£450Th. ,Liga NOS
Alisson Farias,£450Th. ,Liga NOS
Mattheus,£900Th. ,Liga NOS
Carlinhos,£675Th. ,Liga NOS
Eduardo,£630Th. ,Liga NOS
Licá,£900Th. ,Liga NOS
Allano Lima,£810Th. ,Liga NOS
Felipe Augusto,£135Th. ,Liga NOS
André Claro,£1.35m ,Liga NOS
Tocantins,£360Th. ,Liga NOS
Kléber,£1.35m ,Liga NOS
Paulo Henrique,£675Th. ,Liga NOS
Bruno Gomes,£450Th. ,Liga NOS
Konstantin Bazelyuk,£360Th. ,Liga NOS
João Lima,£45Th. ,Liga NOS
Mário Felgueiras,£360Th. ,Liga NOS
Rafael Defendi,£270Th. ,Liga NOS
Yerjet Yerzat,£90Th. ,Liga NOS
João Pinho,£90Th. ,Liga NOS
Marco Baixinho,£900Th. ,Liga NOS
Gegé,£900Th. ,Liga NOS
Miguel Vieira,£450Th. ,Liga NOS
Pedro Monteiro,£270Th. ,Liga NOS
Ricardo,£90Th. ,Liga NOS
Pedro Marques,£45Th. ,Liga NOS
Filipe Ferreira,£900Th. ,Liga NOS
Paulo Henrique,£225Th. ,Liga NOS
Roger, ,Liga NOS
Bruno Santos,£900Th. ,Liga NOS
João Góis,£450Th. ,Liga NOS
Francisco Afonso,£180Th. ,Liga NOS
Filipe Melo,£720Th. ,Liga NOS
Mateus da Silva,£630Th. ,Liga NOS
Romeu,£270Th. ,Liga NOS
Leandro Silva,£900Th. ,Liga NOS
Vasco Rocha,£720Th. ,Liga NOS
Christian,£540Th. ,Liga NOS
AndrÃ© Sousa,£90Th. ,Liga NOS
Barnes Osei,£720Th. ,Liga NOS
Pedrinho,£1.13m ,Liga NOS
Andrezinho,£900Th. ,Liga NOS
Minhoca,£360Th. ,Liga NOS
Ivo Rodrigues,£1.13m ,Liga NOS
Ricardo Valente,£900Th. ,Liga NOS
Diego Medeiros,£630Th. ,Liga NOS
Shi Tang,£135Th. ,Liga NOS
Tony Taylor,£180Th. ,Liga NOS
Gleison,£630Th. ,Liga NOS
Welthon,£1.80m ,Liga NOS
Luiz Phellype,£540Th. ,Liga NOS
Cícero,£270Th. ,Liga NOS
Mika,£1.80m ,Liga NOS
Vagner,£540Th. ,Liga NOS
Kamran Agayev,£450Th. ,Liga NOS
Mickaël Meira,£270Th. ,Liga NOS
Mamadou Ba,£90Th. ,Liga NOS
André Fonseca,£45Th. ,Liga NOS
Lucas Tagliapietra,£900Th. ,Liga NOS
Philipe Sampaio,£900Th. ,Liga NOS
Nuno Henrique,£360Th. ,Liga NOS
Fábio Ervões,£270Th. ,Liga NOS
Carlos Santos,£225Th. ,Liga NOS
Joao Talocha,£720Th. ,Liga NOS
Anderson Correia,£225Th. ,Liga NOS
Aidi Fulangxisi,£90Th. ,Liga NOS
Alex Júnior,£45Th. ,Liga NOS
Edu Machado,£720Th. ,Liga NOS
Tiago Mesquita,£540Th. ,Liga NOS
Carraça,£360Th. ,Liga NOS
Emmanuel Hackman,£180Th. ,Liga NOS
Miguel Pereira,£45Th. ,Liga NOS
Idris Mandiang,£540Th. ,Liga NOS
Tengarrinha,£450Th. ,Liga NOS
Anderson Carvalho,£720Th. ,Liga NOS
Emin Makhmudov,£270Th. ,Liga NOS
Mohamed Daf,£180Th. ,Liga NOS
Henrique Martins,£45Th. ,Liga NOS
Luisinho,£675Th. ,Liga NOS
Fábio Espinho,£540Th. ,Liga NOS
Samu,£135Th. ,Liga NOS
Ivan Machado,£45Th. ,Liga NOS
Davi Mbala,£450Th. ,Liga NOS
Iuri Medeiros,£4.50m ,Liga NOS
Renato Santos,£900Th. ,Liga NOS
André Bukia,£270Th. ,Liga NOS
Digas,£225Th. ,Liga NOS
Rochinha,£180Th. ,Liga NOS
André Schembri,£720Th. ,Liga NOS
Erivelto,£630Th. ,Liga NOS
Iván Bulos,£315Th. ,Liga NOS
Lovro Medic,£270Th. ,Liga NOS
Douglas Abner,£135Th. ,Liga NOS
Idé Colubali,£90Th. ,Liga NOS
Edu Ferreira,£68Th. ,Liga NOS
Onyekachi Silas, ,Liga NOS
Giorgi Makaridze,£1.35m ,Liga NOS
Igor Stefanovic,£270Th. ,Liga NOS
Victor Braga,£68Th. ,Liga NOS
Pedro Taborda,£45Th. ,Liga NOS
André Micael,£630Th. ,Liga NOS
Diego Ivo,£450Th. ,Liga NOS
Diego Galo,£270Th. ,Liga NOS
João Sousa,£135Th. ,Liga NOS
Marcelo Oliveira,£90Th. ,Liga NOS
Pedro Rebocho,£1.35m ,Liga NOS
Jander,£360Th. ,Liga NOS
Pierre Sagna,£720Th. ,Liga NOS
Tiago Almeida,£315Th. ,Liga NOS
Cauê,£900Th. ,Liga NOS
Benjamín Ubierna,£383Th. ,Liga NOS
Fernando Alexandre,£360Th. ,Liga NOS
Wallyson Mallmann,£360Th. ,Liga NOS
Alan Schons,£270Th. ,Liga NOS
Bakary Bouba Saré,£540Th. ,Liga NOS
Patrick Andrade,£135Th. ,Liga NOS
Tiago Morgado,£90Th. ,Liga NOS
Chico Geraldes,£1.35m ,Liga NOS
Neto,£450Th. ,Liga NOS
Daniel Podence,£2.25m ,Liga NOS
Ousmane Dramé,£720Th. ,Liga NOS
Alex,£540Th. ,Liga NOS
Nildo Petrolina,£540Th. ,Liga NOS
Ernest Ohemeng,£405Th. ,Liga NOS
Ença Fati,£360Th. ,Liga NOS
Modou Sougou,£630Th. ,Liga NOS
Frédéric Maciel,£270Th. ,Liga NOS
Ary Papel,£270Th. ,Liga NOS
Emmanuel Boateng,£1.35m ,Liga NOS
Roberto,£540Th. ,Liga NOS
João Vieira,£450Th. ,Liga NOS
David Ramírez,£270Th. ,Liga NOS
Caleb Gomina,£180Th. ,Liga NOS
Ricardo Nunes,£180Th. ,Liga NOS
António Filipe,£180Th. ,Liga NOS
Emanuel Novo,£90Th. ,Liga NOS
Freire,£900Th. ,Liga NOS
Ponck,£810Th. ,Liga NOS
Nuno André Coelho,£810Th. ,Liga NOS
Felipe Lopes,£540Th. ,Liga NOS
Victor Massaia,£450Th. ,Liga NOS
Fábio Santos,£225Th. ,Liga NOS
Lamine Ba,£90Th. ,Liga NOS
Félix Mathaus,£90Th. ,Liga NOS
Nélson Lenho,£360Th. ,Liga NOS
Nemanja Petrovic,£180Th. ,Liga NOS
Paulinho,£1.13m ,Liga NOS
Rodrigo,£270Th. ,Liga NOS
Pedro Queirós,£180Th. ,Liga NOS
Rafael Assis,£1.35m ,Liga NOS
Luís Alberto,£270Th. ,Liga NOS
Rodrigo Battaglia,£2.70m ,Liga NOS
Pedro Tiba,£1.35m ,Liga NOS
Patrão,£450Th. ,Liga NOS
Braga,£270Th. ,Liga NOS
Renan Bressan,£1.35m ,Liga NOS
Latyr Fall,£68Th. ,Liga NOS
Fábio Martins,£1.58m ,Liga NOS
Davidson,£360Th. ,Liga NOS
Hamdou Elhouni,£315Th. ,Liga NOS
Perdigão,£900Th. ,Liga NOS
Simon Vukcevic,£360Th. ,Liga NOS
Rafael Batatinha,£360Th. ,Liga NOS
Rafa Lopes,£900Th. ,Liga NOS
William,£360Th. ,Liga NOS
João Mário,£270Th. ,Liga NOS
Alioune Fall,£135Th. ,Liga NOS
Gustavo,£45Th. ,Liga NOS
José Xavier,£23Th. ,Liga NOS
Vaná Alves,£810Th. ,Liga NOS
Peçanha,£90Th. ,Liga NOS
Dele Alampasu,£68Th. ,Liga NOS
Flávio,£540Th. ,Liga NOS
Luís Rocha,£360Th. ,Liga NOS
Ícaro,£315Th. ,Liga NOS
Paulo Monteiro,£225Th. ,Liga NOS
Pedro Santos,£68Th. ,Liga NOS
Vítor Bruno,£720Th. ,Liga NOS
Alex Kakuba,£180Th. ,Liga NOS
Nandinho,£68Th. ,Liga NOS
Renato Maia,£45Th. ,Liga NOS
Jean Sony Alcénat,£270Th. ,Liga NOS
Barge,£270Th. ,Liga NOS
Mica,£135Th. ,Liga NOS
Rena,£23Th. ,Liga NOS
Pelé,£2.25m ,Liga NOS
Semedo,£720Th. ,Liga NOS
Ricardo Dias,£360Th. ,Liga NOS
Cris,£225Th. ,Liga NOS
Oghenekaro Etebo,£900Th. ,Liga NOS
Luís Aurélio,£540Th. ,Liga NOS
Babanco,£360Th. ,Liga NOS
Fabinho,£360Th. ,Liga NOS
Tiago Jogo,£225Th. ,Liga NOS
Tiago Silva,£540Th. ,Liga NOS
Rúben Oliveira,£90Th. ,Liga NOS
Vieirinha,£45Th. ,Liga NOS
João Tavares, ,Liga NOS
Luís Machado,£540Th. ,Liga NOS
Iduitua David,£90Th. ,Liga NOS
Edson Farias,£450Th. ,Liga NOS
Hugo Seco,£360Th. ,Liga NOS
Herve Tchami,£180Th. ,Liga NOS
Platiny,£900Th. ,Liga NOS
Anastasios Karamanos,£720Th. ,Liga NOS
Wellington,£180Th. ,Liga NOS
William Tchuameni,£135Th. ,Liga NOS
Guima,- ,Liga NOS
Cláudio Ramos,£900Th. ,Liga NOS
Ricardo Janota,£225Th. ,Liga NOS
Miguel Batista,£68Th. ,Liga NOS
Yordan Osorio,£540Th. ,Liga NOS
Rafael Leme Amorim,£315Th. ,Liga NOS
Vitali Lystsov,£270Th. ,Liga NOS
Pica,£180Th. ,Liga NOS
Kaká,£90Th. ,Liga NOS
Muhammad Candé,£450Th. ,Liga NOS
Ruca,£270Th. ,Liga NOS
Jaílson,£630Th. ,Liga NOS
David Bruno,£540Th. ,Liga NOS
Alassane També,£270Th. ,Liga NOS
Claude Gonçalves,£540Th. ,Liga NOS
João Jaquité,£90Th. ,Liga NOS
Helder Tavares,£540Th. ,Liga NOS
Bruno Monteiro,£225Th. ,Liga NOS
Pité,£315Th. ,Liga NOS
Fernando Ferreira,£450Th. ,Liga NOS
Pedro Nuno,£450Th. ,Liga NOS
Dylan Flores,£180Th. ,Liga NOS
Jhon Murillo,£810Th. ,Liga NOS
Wagner,£450Th. ,Liga NOS
Fábio Nunes,£360Th. ,Liga NOS
Murilo,£180Th. ,Liga NOS
Miguel Cardoso,£450Th. ,Liga NOS
Crislan,£720Th. ,Liga NOS
Érick Moreno,£675Th. ,Liga NOS
Heliardo,£450Th. ,Liga NOS
Amido Baldé,£270Th. ,Liga NOS
Zé Turbo,£270Th. ,Liga NOS
Batista,£180Th. ,Liga NOS
Yuri Lodygin,£3.15m ,Premier Liga
Andrey Lunev,£3.15m ,Premier Liga
Mikhail Kerzhakov,£1.62m ,Premier Liga
Egor Baburin,£270Th. ,Premier Liga
Aleksandr Vasyutin,£225Th. ,Premier Liga
Igor Obukhov,£180Th. ,Premier Liga
Maksim Rudakov,£180Th. ,Premier Liga
Nikita Goylo,£90Th. ,Premier Liga
Ezequiel Garay,£13.50m ,Premier Liga
Branislav Ivanovic,£4.50m ,Premier Liga
Luís Neto,£3.15m ,Premier Liga
Ivan Novoseltsev,£2.25m ,Premier Liga
Nicolas Lombaerts,£1.62m ,Premier Liga
Vukasin Jovanovic,£1.13m ,Premier Liga
Maksim Karpov,£180Th. ,Premier Liga
Domenico Criscito,£4.50m ,Premier Liga
Yuri Zhirkov,£1.35m ,Premier Liga
Evgeniy Chernov,£540Th. ,Premier Liga
Igor Smolnikov,£6.30m ,Premier Liga
Aleksandr Anyukov,£270Th. ,Premier Liga
Axel Witsel,£13.50m ,Premier Liga
Javi García,£6.30m ,Premier Liga
Hernani,£3.60m ,Premier Liga
Maurício,£3.15m ,Premier Liga
Ibragim Tsallagov,£2.88m ,Premier Liga
Pavel Mogilevets,£2.25m ,Premier Liga
Artur Yusupov,£1.80m ,Premier Liga
Aleksandr Ryazantsev,£630Th. ,Premier Liga
Aleksey Evseev,£540Th. ,Premier Liga
Viktor Faizulin,£540Th. ,Premier Liga
Yuri Bavin,£450Th. ,Premier Liga
Oleg Shatov,£9.00m ,Premier Liga
Giuliano,£8.10m ,Premier Liga
Danny,£900Th. ,Premier Liga
Robert Mak,£4.05m ,Premier Liga
Yohan Mollo,£2.70m ,Premier Liga
Artem Dzyuba,£8.10m ,Premier Liga
Aleksandr Kokorin,£4.50m ,Premier Liga
Aleksey Gasilin,£450Th. ,Premier Liga
Luka Djordjevic,£450Th. ,Premier Liga
Aleksandr Kerzhakov,£180Th. ,Premier Liga
Igor Akinfeev,£10.80m ,Premier Liga
Sergey Chepchugov,£270Th. ,Premier Liga
Pavel Ovchinnikov,£135Th. ,Premier Liga
Ilya Pomazun,£90Th. ,Premier Liga
Vasili Berezutski,£540Th. ,Premier Liga
Aleksey Berezutski,£270Th. ,Premier Liga
Mutalip Alibekov,£225Th. ,Premier Liga
Sergey Ignashevich,£45Th. ,Premier Liga
Georgi Schennikov,£2.70m ,Premier Liga
Ivan Maklakov,£180Th. ,Premier Liga
Mário Fernandes,£14.40m ,Premier Liga
Vyacheslav Karavaev,£2.70m ,Premier Liga
Kirill Nababkin,£630Th. ,Premier Liga
Pontus Wernbloom,£7.20m ,Premier Liga
Khetag Khosonov,£135Th. ,Premier Liga
Alan Dzagoev,£11.70m ,Premier Liga
Bibras Natcho,£5.40m ,Premier Liga
Astemir Gordyushenko,£180Th. ,Premier Liga
Dmitri Efremov,£720Th. ,Premier Liga
Ivan Oleynikov,£68Th. ,Premier Liga
Aleksandr Golovin,£4.50m ,Premier Liga
Georgi Milanov,£2.70m ,Premier Liga
Sergey Tkachev,£1.80m ,Premier Liga
Konstantin Kuchaev,£225Th. ,Premier Liga
Timur Pukhov,£68Th. ,Premier Liga
Roman Eremenko,- ,Premier Liga
Vitinho,£4.50m ,Premier Liga
Zoran Tosic,£2.70m ,Premier Liga
